order_id,customer_id,order_dt,payment_method
88752,8042250,"13.09.2020",offline
88748,9599952,15.02.2021,online
88735,5287635,30.12.2022,offline
88731,4909710,22.10.2022,offline
88699,9851599,"09.04.2020",offline
88631,4812043,25.05.2022,offline
88623,3318448,19.12.2022,offline
88576,9785684,12.03.2023,offline
88567,2363205,"24.03.2020",offline
88475,7321157,"15.05.2020",offline
88424,4645602,"23.02.2020",online
88402,6517519,27.01.2022,online
88352,5277103,30.07.2022,online
88252,2130937,"05.03.2021",offline
88230,5955822,23.07.2022,offline
88196,1757142,23.02.2022,online
88192,9511373,"22.07.2020",offline
88184,7776169,"09.10.2020",online
88144,404164,"27.08.2020",online
88143,2080808,21.06.2022,offline
88135,8940788,11.10.2021,offline
88089,1768745,20.07.2022,offline
88054,6803453,"08.06.2020",offline
88027,8828130,"02.02.2020",offline
87992,9955675,"07.06.2020",offline
87958,3320234,19.02.2022,offline
87903,2769270,"06.12.2020",offline
87896,4378452,23.12.2021,offline
87895,6908036,19.03.2022,offline
87879,6276862,13.01.2023,offline
87765,3348290,"05.05.2020",offline
87694,4713578,"07.09.2020",offline
87628,7964933,"02.03.2020",offline
87587,5665531,17.03.2022,online
87563,4036724,"17.05.2020",online
87540,3232209,"04.04.2020",online
87521,4808420,"02.12.2020",online
87513,1125538,"08.11.2021",offline
87494,6583379,"13.04.2020",online
87493,2522296,11.02.2023,offline
87484,5287635,12.04.2022,offline
87479,1322312,"17.06.2020",online
87475,2522296,17.12.2022,online
87470,2471692,20.01.2023,online
87461,8731299,"06.03.2023",online
87448,9859117,12.08.2021,online
87436,1587527,20.02.2023,offline
87413,9871721,"20.05.2020",offline
87402,5755341,25.04.2022,online
87400,269301,"26.08.2020",online
87339,3488569,15.10.2022,online
87298,7586335,22.11.2021,offline
87268,7382995,"01.11.2021",offline
87261,4498799,"05.12.2022",online
87252,1759350,"08.01.2020",offline
87218,1678715,12.07.2021,offline
87208,207098,"28.03.2020",online
87184,4683435,21.08.2021,offline
87163,3423229,"01.12.2022",offline
87148,404164,20.03.2021,offline
87107,7431085,"27.08.2020",offline
87077,2140545,19.01.2022,offline
87023,9841663,"01.07.2022",online
86989,1125538,24.05.2022,online
86988,2456567,"07.08.2020",offline
86932,1086528,14.01.2021,online
86899,400916,"09.06.2022",offline
86862,2122115,"07.10.2022",online
86851,3656851,"16.12.2020",offline
86826,4834931,24.06.2021,offline
86765,3669675,"14.11.2020",offline
86761,9168167,"15.02.2020",online
86690,91618,11.05.2022,online
86685,2565819,"07.08.2021",offline
86599,6397165,11.04.2022,offline
86565,9963256,"25.08.2020",online
86532,1156414,16.02.2022,offline
86495,7571024,10.04.2021,offline
86466,1083562,19.12.2022,online
86450,7382995,15.04.2021,online
86448,8765352,13.06.2021,online
86441,456,"30.12.2020",offline
86438,2498535,15.05.2022,online
86436,6145504,"02.01.2022",online
86426,6766988,27.02.2022,offline
86412,4814995,"21.05.2020",offline
86392,5875923,"10.03.2020",online
86360,3164033,"17.07.2020",offline
86356,7586335,26.03.2021,offline
86311,7321157,"14.06.2020",online
86287,2911210,20.03.2022,offline
86278,3881923,24.10.2021,online
86261,6515059,"10.03.2020",online
86247,1072587,13.04.2022,offline
86215,7830975,12.12.2021,online
86167,8701726,15.02.2023,online
86045,1278173,30.05.2021,online
86034,327660,26.02.2021,offline
86016,8979408,"13.04.2020",offline
86014,1559089,"25.08.2020",online
85995,4161982,11.06.2021,online
85983,161844,"08.02.2022",offline
85946,2794874,"04.03.2020",online
85933,1916207,"03.01.2022",online
85871,3073231,19.03.2023,offline
85867,3881923,"27.05.2020",offline
85858,4536683,"25.11.2020",online
85845,4534342,"03.04.2023",offline
85840,5678004,"06.07.2020",online
85837,1125538,"08.06.2021",offline
85794,1788676,18.07.2022,online
85761,4954842,"05.11.2022",online
85730,7862603,23.02.2023,online
85704,4818421,"04.03.2020",online
85617,6615705,"06.07.2022",offline
85612,2522296,"14.11.2020",online
85590,3508936,23.11.2021,online
85516,7108795,14.10.2021,online
85498,4536632,"30.04.2020",online
85454,436078,"20.10.2020",online
85423,9622792,"20.05.2020",online
85378,4037291,"03.04.2021",online
85331,1097897,"02.10.2022",offline
85309,3973617,"07.08.2020",online
85303,5132474,"01.09.2020",offline
85243,9970004,26.09.2022,online
85173,9156814,12.11.2021,offline
85172,4631776,27.05.2021,offline
85157,4141232,"19.12.2020",offline
85153,5684078,"02.06.2020",offline
85122,455715,"04.12.2020",offline
85092,436078,23.03.2023,online
85079,8966871,"05.02.2022",online
85078,1125364,20.07.2021,offline
85059,8211030,"26.08.2020",offline
85056,2102900,"26.05.2020",online
85053,6811586,"08.11.2022",online
85033,5755341,23.03.2023,offline
84980,6922838,25.07.2021,online
84976,1916207,"01.01.2021",offline
84956,6803453,24.12.2022,online
84873,3340564,26.08.2022,online
84842,8475573,11.12.2022,online
84747,8190145,"21.12.2020",online
84744,269301,16.12.2021,online
84667,4141232,29.10.2021,online
84624,9849164,17.01.2022,offline
84589,6319082,"07.09.2021",offline
84581,5277103,"06.10.2022",offline
84558,9058381,28.11.2021,offline
84555,9586314,29.03.2022,offline
84519,46175,18.07.2022,online
84517,1125364,"07.08.2022",offline
84490,1336205,"06.02.2021",online
84401,6239636,24.10.2022,online
84381,288916,16.05.2022,offline
84356,9599952,14.08.2021,online
84310,7081465,"10.01.2020",offline
84248,8264228,"09.03.2022",online
84211,8552253,"07.10.2020",offline
84174,2523079,24.04.2022,online
84162,8211030,"09.09.2021",offline
84124,4954842,30.08.2022,offline
84113,1698098,"08.11.2022",offline
84061,2125342,"10.05.2020",online
84056,8765352,"06.02.2021",offline
84046,6858906,13.09.2022,online
84013,961260,"04.11.2020",offline
83990,7586335,28.12.2021,offline
83932,7637780,"22.05.2020",offline
83927,7486474,29.04.2022,offline
83891,2215761,25.05.2021,online
83831,961260,"23.02.2020",online
83785,7174299,"07.02.2023",online
83778,6811586,"24.11.2020",offline
83736,2962652,"25.04.2020",online
83729,3390627,"09.02.2023",online
83677,8793286,"08.03.2023",online
83665,9058381,"13.11.2020",offline
83611,3603634,20.02.2022,online
83583,5355222,"09.09.2020",offline
83556,4641043,"09.08.2021",online
83553,6888217,"04.05.2020",offline
83526,2903945,16.04.2021,online
83493,4909710,"09.01.2022",offline
83399,5980316,"07.03.2022",offline
83369,9963256,"03.09.2021",offline
83359,1559089,17.03.2021,online
83338,327660,"06.04.2023",offline
83305,3164493,22.04.2023,online
83284,6510939,"03.06.2021",online
83241,1436524,29.04.2021,online
83240,3318448,"24.12.2020",offline
83231,4147806,"05.01.2023",online
83207,7522060,"03.05.2021",offline
83157,4738182,31.12.2021,offline
83095,5186556,"18.12.2020",offline
83092,8860090,"03.11.2022",offline
83064,1559089,12.05.2022,online
83017,5932958,10.06.2021,offline
82979,8857342,25.07.2022,online
82915,2239595,20.01.2023,online
82907,1757142,28.04.2022,offline
82905,3320234,"15.12.2020",offline
82695,4814995,"29.07.2020",offline
82685,1432858,"07.09.2022",offline
82663,3318448,10.05.2021,online
82615,1759350,"22.04.2020",offline
82572,2039915,"10.03.2020",online
82517,4565766,"03.11.2020",offline
82502,4259101,"05.04.2021",offline
82499,2067146,"03.03.2021",offline
82453,7146160,27.02.2021,online
82401,9863167,13.04.2023,offline
82398,9785684,"29.09.2020",offline
82385,1125364,"08.03.2021",online
82338,6515059,"27.09.2020",online
82292,5430901,24.03.2021,online
82250,7586335,28.10.2021,offline
82248,5186556,24.12.2022,online
82238,3320816,"22.01.2020",offline
82225,4200162,"02.05.2022",online
82183,1125538,26.06.2022,offline
82118,972383,"30.12.2020",offline
82062,2996899,20.11.2021,offline
82042,8064579,26.02.2021,offline
82009,5348771,"09.01.2021",online
82007,9851599,29.01.2022,offline
81999,8157735,10.03.2023,online
81955,3973617,10.11.2021,online
81949,5955589,13.06.2022,offline
81917,6276862,"24.06.2020",offline
81861,131415,24.09.2022,offline
81776,4812043,"06.06.2020",offline
81744,5755341,22.12.2021,online
81722,8857342,"16.08.2020",offline
81695,7664568,11.04.2023,offline
81661,6358354,"06.07.2021",online
81615,7108795,16.03.2022,offline
81569,1469502,15.04.2022,online
81484,6358354,24.09.2021,offline
81463,5635923,31.10.2022,online
81373,5605913,"09.06.2021",offline
81303,6350976,18.09.2021,offline
81277,7946810,"16.12.2020",online
81256,7147379,23.04.2023,offline
81229,563853,30.10.2022,online
81198,4909710,"05.10.2021",online
81158,4773017,"07.05.2021",offline
81154,9589575,21.08.2022,online
81137,6583379,"09.07.2022",offline
81112,2407002,"08.06.2020",online
81099,1156414,"31.12.2020",online
81087,3591982,29.12.2021,online
81067,7147379,"05.07.2020",offline
81056,2250569,27.04.2023,offline
81020,4398096,"24.08.2020",online
80942,2073967,"06.02.2023",online
80937,2627693,"07.08.2021",offline
80911,3363037,27.06.2021,offline
80871,6550808,12.05.2022,offline
80832,1644687,"27.11.2020",offline
80748,4814995,11.09.2021,online
80714,7147379,"17.02.2020",online
80614,6022622,14.03.2023,online
80544,4438991,27.01.2022,online
80503,1947571,20.04.2023,offline
80404,9000964,23.12.2022,offline
80402,6615705,13.08.2022,online
80351,3591982,26.01.2023,online
80304,8376874,"02.01.2021",online
80300,4147806,16.01.2021,offline
80291,9358854,19.08.2021,offline
80178,2181414,12.12.2022,online
80134,2033294,19.08.2022,online
80128,2039915,29.09.2021,offline
80115,1278173,"02.03.2022",online
80108,2627864,11.12.2021,online
80064,9767097,15.01.2023,offline
79920,1825752,"03.04.2023",offline
79904,6888217,27.09.2022,online
79880,9863167,"02.07.2022",online
79726,6766988,"26.09.2020",online
79692,4350633,12.09.2021,offline
79605,1083562,28.03.2022,online
79586,2576384,"04.12.2020",online
79501,4536632,15.03.2022,online
79434,6358354,19.02.2021,offline
79413,9156396,"09.07.2022",offline
79393,3423229,12.08.2022,online
79371,6729940,"11.04.2020",online
79366,6408200,"04.03.2021",online
79365,2654849,23.10.2021,offline
79297,9481903,"12.03.2020",offline
79248,3973617,14.01.2022,offline
79232,865084,11.12.2021,online
79219,91618,14.06.2022,online
79146,9481903,"02.03.2023",offline
79102,7637780,21.06.2022,offline
79081,5430901,25.03.2021,offline
79069,3286151,"01.08.2021",offline
79025,9020769,"02.12.2021",offline
79010,7615686,12.10.2021,online
78991,9481903,11.08.2022,online
78985,6173911,"19.05.2020",online
78982,46175,15.10.2022,offline
78890,4951223,29.03.2023,online
78863,7571024,"29.10.2020",offline
78854,4536632,"10.04.2020",offline
78843,5132474,"11.04.2020",online
78830,7108795,"12.04.2020",offline
78824,6929364,31.05.2022,offline
78752,1089729,30.05.2022,online
78742,2363205,13.01.2023,online
78738,7081465,"23.03.2020",online
78706,6276862,"26.08.2020",online
78677,2740696,"30.11.2020",online
78586,3318448,26.03.2022,offline
78478,6043995,19.06.2022,online
78413,948334,"17.02.2020",online
78383,5684078,"03.12.2020",offline
78357,1388281,25.03.2021,online
78332,5932958,11.12.2021,offline
78329,1759350,"05.10.2022",online
78299,8860090,"01.10.2020",online
78248,7571024,"01.09.2020",offline
78173,8291592,17.01.2022,offline
78171,7244925,21.07.2022,offline
78128,3744940,20.04.2022,online
78121,8157735,13.11.2021,offline
78097,9444547,27.02.2021,online
78093,3187128,27.03.2023,offline
78052,2769270,14.08.2021,offline
78025,4147806,31.03.2021,online
78021,2576384,17.02.2021,online
78005,6286907,25.11.2022,offline
78001,5126609,19.07.2021,offline
77930,816871,"09.09.2022",online
77925,7130090,"01.08.2020",online
77897,3073231,"01.11.2022",online
77857,1928249,"11.07.2020",offline
77856,5684078,15.01.2021,online
77849,404164,"19.12.2020",offline
77842,8475573,"09.07.2020",online
77826,6408200,"09.06.2021",online
77790,8190145,"02.04.2022",offline
77717,4564013,20.08.2022,online
77699,9858259,"09.05.2021",offline
77673,6358354,"09.08.2020",online
77647,2471692,"03.05.2020",online
77633,3390627,"07.04.2020",online
77626,4259101,16.06.2022,offline
77568,1918693,21.08.2021,online
77563,8790076,"16.01.2020",online
77516,8987261,30.04.2022,offline
77483,4161982,13.03.2023,offline
77466,4814995,"15.12.2020",offline
77385,3933211,12.07.2021,offline
77269,7352391,"18.11.2020",offline
77262,269301,"03.06.2021",offline
77189,1827107,"02.10.2020",online
77172,3591982,27.08.2022,online
77137,5025416,"14.04.2020",online
77098,2951321,"28.01.2020",offline
77051,6397165,18.03.2021,offline
77008,5981398,"14.03.2020",online
77003,8686227,17.09.2022,online
76977,4147721,29.04.2023,online
76961,3340564,"01.12.2021",online
76939,8433372,18.01.2022,offline
76879,7431085,29.08.2021,offline
76876,7431085,28.03.2023,offline
76829,105077,19.04.2022,offline
76784,4189625,15.03.2023,online
76769,8545580,"10.10.2020",online
76722,2627864,"08.04.2023",online
76664,3187735,28.05.2021,offline
76646,106946,22.07.2022,offline
76578,9622792,16.04.2021,online
76561,2551848,"08.03.2021",online
76537,5001580,"07.02.2021",online
76432,5605913,11.03.2021,online
76406,7776169,"30.05.2020",offline
76394,6177237,"13.05.2020",online
76330,9841663,"10.07.2020",online
76253,7601333,"28.02.2020",online
76247,4963142,"24.12.2020",offline
76203,2239595,"28.04.2020",online
76140,950760,"01.09.2020",online
76132,3603634,15.08.2021,online
76070,1291926,27.06.2022,offline
76033,7637780,"09.02.2020",offline
76028,3847672,"23.11.2020",offline
76011,2576384,23.06.2022,online
75981,5122784,"16.01.2020",online
75968,9841596,"08.10.2020",online
75945,7728365,15.02.2022,online
75894,9622792,22.02.2023,online
75881,1644687,"18.10.2020",online
75867,4713578,"08.11.2020",offline
75865,5186556,29.04.2022,offline
75808,2140545,"13.08.2020",offline
75778,4631776,"03.08.2020",offline
75775,1825752,11.07.2021,online
75771,1105318,21.09.2022,offline
75752,2130937,17.06.2021,online
75749,865084,"24.01.2020",online
75713,9629081,24.03.2022,online
75675,2840310,"12.10.2020",offline
75636,1436524,"06.05.2020",online
75619,1097897,"30.05.2020",offline
75604,6615705,"05.09.2021",offline
75601,4296424,16.01.2021,offline
75553,8903079,"11.10.2020",offline
75540,1757142,17.04.2022,offline
75539,3699199,27.07.2021,online
75535,2912609,"08.12.2020",offline
75533,4104376,"14.02.2020",offline
75481,6766988,"07.02.2023",online
75464,3656857,"21.05.2020",online
75455,2951321,"28.11.2020",offline
75387,5430901,19.05.2022,online
75360,9404247,20.08.2021,offline
75351,1838335,29.11.2022,online
75347,3847672,21.11.2021,online
75316,7299432,21.09.2021,offline
75264,7299432,15.05.2022,offline
75234,4954842,"03.11.2022",offline
75172,3863105,"11.07.2020",online
75130,4948747,19.11.2021,offline
75084,7783672,25.11.2022,offline
75055,2067146,10.01.2021,offline
75053,2193120,16.12.2021,offline
75027,5355222,31.01.2023,online
75021,2649465,"09.09.2021",online
74953,2039915,19.02.2022,online
74933,3237649,"24.12.2020",offline
74850,4683435,13.03.2023,online
74805,3286151,"19.03.2020",online
74782,9266330,19.10.2021,online
74762,7637780,29.05.2021,online
74709,5932958,27.05.2022,online
74651,2740696,"11.05.2020",online
74574,5348771,"07.09.2022",online
74552,9941395,"06.02.2021",offline
74519,6235073,"01.02.2021",offline
74498,4951223,30.08.2022,offline
74471,8940788,"09.10.2021",offline
74450,9685194,19.04.2023,offline
74423,5603214,28.09.2022,online
74384,5980316,"14.11.2020",offline
74376,5126609,"07.06.2022",offline
74355,46175,15.08.2021,offline
74345,3287460,18.10.2021,offline
74284,8793286,17.04.2022,offline
74263,3896308,"05.07.2022",offline
74182,8283210,27.02.2022,offline
74126,5287635,29.04.2021,offline
74125,398880,"01.01.2022",offline
74069,398880,"03.01.2022",online
74062,9022356,28.11.2022,online
74042,8966871,"24.05.2020",offline
74037,3602877,16.11.2021,online
73980,8731299,17.01.2022,offline
73977,6550808,30.03.2023,offline
73921,7664568,13.04.2023,offline
73902,4090948,22.07.2022,offline
73771,8376874,"11.07.2020",offline
73748,3098667,13.05.2021,offline
73670,8112662,"09.07.2022",online
73609,6276862,14.08.2021,online
73596,9858259,"20.03.2020",online
73586,6145504,27.06.2022,online
73576,6086732,30.07.2022,offline
73530,2227895,"05.04.2020",online
73488,6858906,14.05.2021,offline
73440,1334341,"08.08.2022",offline
73348,3699199,21.04.2021,online
73331,8568720,24.01.2021,online
73251,6358354,12.05.2021,offline
73205,3730827,"06.05.2022",offline
73144,9420024,"01.05.2022",offline
73112,5907832,"11.08.2020",offline
73111,6809972,"05.09.2020",offline
73092,9863167,"23.05.2020",offline
73073,8283210,"04.12.2022",offline
73067,4947863,"06.04.2021",online
73003,9498683,"12.12.2020",online
72980,6371316,"26.08.2020",offline
72953,1559089,"07.03.2023",offline
72941,400916,"05.09.2021",online
72898,9586314,29.10.2022,offline
72859,4617094,15.03.2021,offline
72847,9358854,"09.04.2020",online
72764,3423229,"09.07.2020",offline
72763,4997613,"02.10.2022",offline
72747,4470621,"04.05.2022",online
72740,7299432,"09.03.2022",online
72729,7425572,"04.03.2023",online
72695,7299432,"02.03.2022",online
72626,3197234,24.04.2022,offline
72619,455715,11.02.2023,online
72589,2996899,29.10.2021,offline
72575,4180347,21.10.2022,online
72552,6080668,"18.09.2020",offline
72543,327660,"08.08.2021",online
72525,7000636,"24.10.2020",offline
72401,4104890,13.01.2023,offline
72359,4775564,"21.03.2020",online
72271,3656851,19.08.2021,offline
72261,5605913,"09.12.2021",online
72177,4808420,"06.06.2021",offline
72145,4683435,10.09.2021,offline
72112,7375328,22.02.2021,online
