session_id,customer_id,start_dttm,finish_dttm,device_name
37,1338867,"04.07.21 22:48","05.07.21 19:36",Android
38,7375328,21.02.21 21:04,23.02.21 2:56,iOS
39,1917173,26.02.23 11:58,27.02.23 2:24,Ubuntu
40,4180347,20.10.22 20:11,21.10.22 3:07,Windows
41,2080808,23.01.20 3:12,24.01.20 2:28,iOS
42,2471692,19.01.23 11:35,20.01.23 21:12,Windows
43,4378452,22.12.21 16:06,24.12.21 1:28,MacOS
44,3602877,15.11.21 21:24,16.11.21 21:32,iOS
45,269301,"02.07.20 13:43","02.07.20 14:18",Ubuntu
46,687924,14.07.22 2:17,14.07.22 16:18,Windows
47,3344608,17.02.21 21:04,18.02.21 3:51,Ubuntu
48,1322312,16.06.20 2:46,16.06.20 17:38,Android
49,9530444,15.04.23 8:02,16.04.23 9:04,Windows
50,2522296,10.02.23 3:00,10.02.23 22:40,Ubuntu
51,3656857,20.04.20 11:48,21.04.20 3:56,MacOS
52,7757457,"03.02.22 4:42","03.02.22 23:52",Windows
53,3439255,28.06.21 21:09,29.06.21 3:59,MacOS
54,4180347,20.10.22 19:32,20.10.22 23:40,MacOS
55,9279399,27.07.21 22:08,29.07.21 3:02,Ubuntu
56,106946,21.07.22 15:27,22.07.22 3:56,Android
57,1644687,26.11.20 11:41,27.11.20 14:53,Ubuntu
58,4963142,"01.10.22 17:56","02.10.22 8:15",MacOS
59,4189625,14.03.23 4:17,14.03.23 6:05,Windows
60,4244509,27.04.21 6:18,27.04.21 8:12,MacOS
61,5348771,"08.01.21 18:24","09.01.21 20:55",MacOS
62,1587527,19.02.23 9:55,20.02.23 10:00,Android
63,3223560,"01.02.22 7:03","02.02.22 5:18",Ubuntu
64,7375328,21.02.21 7:14,21.02.21 9:32,MacOS
65,950760,15.08.22 8:55,16.08.22 10:26,Ubuntu
66,7783672,24.11.22 5:48,24.11.22 13:12,Windows
67,4104376,13.02.20 20:35,14.02.20 1:52,Windows
68,2565819,"06.08.21 4:14","07.08.21 9:59",Ubuntu
69,2523079,23.04.22 15:12,25.04.22 1:53,MacOS
70,7601333,27.02.20 13:10,28.02.20 12:44,MacOS
71,8506018,"09.09.21 23:35",10.09.21 23:46,Ubuntu
72,4966258,24.01.20 3:39,25.01.20 6:56,Ubuntu
73,5122784,30.05.22 6:20,30.05.22 8:07,Windows
74,4200162,"01.05.22 2:27","02.05.22 11:18",Windows
75,9525027,21.10.22 14:30,22.10.22 8:54,iOS
76,2911210,19.03.22 4:33,20.03.22 15:38,Ubuntu
77,2130937,"04.03.21 19:26","04.03.21 19:39",iOS
78,5761311,"02.12.22 16:23","03.12.22 20:41",Windows
79,9700458,16.03.23 7:04,16.03.23 14:48,iOS
80,3669675,13.11.20 15:04,15.11.20 2:49,Ubuntu
81,3320234,18.12.20 14:09,19.12.20 0:49,Android
82,9858259,"08.05.21 16:26","09.05.21 3:09",MacOS
83,3508936,13.06.22 4:52,14.06.22 5:20,Android
84,8788924,"01.12.20 19:53","02.12.20 16:20",Windows
85,3730827,"04.10.22 3:42","04.10.22 18:46",Windows
86,9963256,"02.11.20 9:38","03.11.20 1:34",iOS
87,5932958,"09.06.21 20:27",10.06.21 19:56,MacOS
88,7946166,17.06.22 23:59,18.06.22 2:21,iOS
89,4061505,29.03.20 2:54,30.03.20 10:39,Android
90,5511796,21.12.20 15:01,23.12.20 1:51,Ubuntu
91,3258133,24.02.20 10:26,25.02.20 21:44,MacOS
92,5126609,24.07.20 2:48,25.07.20 9:24,Android
93,9785684,11.03.23 23:01,12.03.23 4:42,MacOS
94,6740090,28.01.20 15:06,28.01.20 16:57,iOS
95,9970004,25.09.22 21:17,26.09.22 3:08,Android
96,3320234,18.12.20 4:03,18.12.20 19:38,Android
97,9444547,26.02.21 16:07,27.02.21 14:29,Ubuntu
98,3602877,15.11.21 2:00,16.11.21 10:08,Ubuntu
99,8731299,"09.06.22 22:38",10.06.22 13:46,MacOS
100,7946166,17.06.22 1:46,17.06.22 19:43,Windows
101,6022622,13.03.23 23:28,14.03.23 23:08,MacOS
102,9484200,10.12.20 12:43,11.12.20 13:34,Windows
103,2546847,"07.11.21 8:07","07.11.21 16:38",Ubuntu
104,3112132,16.10.20 9:45,16.10.20 21:04,Android
105,1916207,"02.01.22 22:27","03.01.22 21:44",Android
106,9949746,13.01.20 23:08,14.01.20 23:18,Windows
107,6371316,25.08.20 13:58,26.08.20 6:50,MacOS
108,9020769,"01.12.21 3:53","02.12.21 12:25",MacOS
109,9841663,27.07.20 8:46,28.07.20 18:29,MacOS
110,9444547,26.02.21 12:47,27.02.21 5:30,iOS
111,7862603,22.02.23 15:05,23.02.23 13:40,Android
112,1825752,"06.02.23 10:17","07.02.23 5:52",MacOS
113,2437302,19.01.23 17:37,20.01.23 10:05,Ubuntu
114,2407002,"07.06.20 10:52","08.06.20 20:33",Android
115,8195073,19.02.22 6:08,20.02.22 16:47,Ubuntu
116,9565866,"08.11.20 11:52","09.11.20 22:30",MacOS
117,2740696,29.11.20 18:46,30.11.20 15:33,Windows
118,4645602,"03.06.21 12:25","04.06.21 7:38",MacOS
119,3863105,10.07.20 6:54,10.07.20 11:33,iOS
120,581451,28.02.21 18:37,"02.03.21 4:02",Android
121,1678715,11.07.21 9:26,12.07.21 12:19,MacOS
122,1908237,16.06.22 20:21,17.06.22 12:17,iOS
123,106946,21.07.22 4:15,21.07.22 19:05,MacOS
124,7244925,20.07.22 18:18,21.07.22 21:53,Android
125,9671215,23.04.20 7:38,23.04.20 17:30,iOS
126,4645602,"03.06.21 20:41","04.06.21 18:41",MacOS
127,5132474,31.08.20 0:20,31.08.20 5:12,Android
128,9090105,28.04.21 20:23,30.04.21 7:06,iOS
129,3730827,"04.10.22 4:39","05.10.22 10:59",Android
130,3933211,11.07.21 19:31,12.07.21 7:45,Android
131,4808420,19.04.20 6:17,20.04.20 17:28,Android
132,3287460,17.10.21 13:28,17.10.21 17:50,Ubuntu
133,712982,16.04.22 13:36,16.04.22 23:19,MacOS
134,7253873,"08.09.22 5:10","09.09.22 5:59",Android
135,6550808,16.10.21 16:21,16.10.21 17:28,MacOS
136,8596601,12.09.20 20:13,12.09.20 22:10,Ubuntu
137,4494818,16.10.20 15:48,17.10.20 20:12,iOS
138,9399964,"07.09.21 19:49","09.09.21 0:58",Windows
139,3591982,28.12.21 18:43,29.12.21 16:23,Android
140,8591362,22.12.20 17:09,22.12.20 22:00,MacOS
141,2437302,19.01.23 5:24,19.01.23 15:36,Windows
142,7586335,26.11.21 8:15,26.11.21 8:39,MacOS
143,687924,14.07.22 10:06,14.07.22 21:32,MacOS
144,1291926,29.09.20 11:55,29.09.20 12:44,Android
145,207098,27.03.20 13:55,28.03.20 9:24,iOS
146,1698098,"07.11.22 9:26","08.11.22 6:12",Windows
147,7340071,14.11.21 3:08,15.11.21 5:51,Android
148,288916,14.02.21 17:14,15.02.21 7:35,Android
149,6803453,"07.06.20 6:48","07.06.20 22:07",iOS
150,7299432,20.09.21 6:03,20.09.21 11:20,Ubuntu
151,816871,"01.04.21 9:53","02.04.21 0:26",Android
152,4376295,"07.04.21 19:38","08.04.21 20:39",Windows
153,3704618,"03.10.20 7:41","04.10.20 7:02",MacOS
154,7601333,27.02.20 12:36,28.02.20 19:54,Ubuntu
155,2841676,24.02.23 2:23,24.02.23 21:01,iOS
156,3581230,26.11.20 3:33,27.11.20 10:13,Windows
157,1469502,13.02.23 17:02,15.02.23 1:43,Android
158,7728365,14.02.22 18:45,15.02.22 8:21,Android
159,3973617,15.08.22 15:52,15.08.22 19:41,MacOS
160,3340564,25.08.22 22:23,26.08.22 13:24,Ubuntu
161,983084,20.02.23 10:33,21.02.23 6:21,MacOS
162,7141004,31.01.20 14:01,"01.02.20 0:19",Android
163,9603222,12.10.21 10:58,13.10.21 8:47,Android
164,1125538,"07.11.21 7:35","07.11.21 10:56",Android
165,6139190,28.10.21 19:42,28.10.21 22:57,MacOS
166,7776169,19.12.22 21:57,21.12.22 4:24,Android
167,7601333,27.02.20 18:54,28.02.20 2:22,Windows
168,3164033,"06.08.20 16:43","07.08.20 14:16",Windows
169,1860821,10.10.21 8:04,11.10.21 14:21,Ubuntu
170,3704618,"03.10.20 8:11","03.10.20 12:57",Windows
171,1291926,29.09.20 15:42,30.09.20 16:59,MacOS
172,3205971,17.11.20 23:20,18.11.20 9:43,iOS
173,1644687,26.11.20 7:29,27.11.20 2:28,Ubuntu
174,4259101,28.03.20 9:43,29.03.20 1:44,Windows
175,2903945,15.04.21 5:51,16.04.21 13:06,Windows
176,3210571,"03.07.22 11:00","04.07.22 7:52",Android
177,4641043,21.03.20 20:04,22.03.20 18:43,iOS
178,9000964,"04.09.20 18:04","05.09.20 3:50",Windows
179,8475573,20.09.21 12:30,21.09.21 11:32,Windows
180,8042250,12.09.20 15:19,13.09.20 23:32,Android
181,4036724,18.06.21 20:07,18.06.21 23:14,MacOS
182,2522296,10.02.23 16:54,11.02.23 1:41,Android
183,6888217,"05.05.22 13:58","05.05.22 18:57",MacOS
184,948334,16.02.20 23:27,17.02.20 11:27,MacOS
185,9530444,15.04.23 16:02,16.04.23 1:38,Android
186,7299432,20.09.21 10:38,21.09.21 0:16,Ubuntu
187,8857342,24.07.22 19:24,25.07.22 11:28,MacOS
188,4350633,11.09.21 7:13,11.09.21 7:34,MacOS
189,1082513,14.10.22 6:26,14.10.22 7:51,iOS
190,9517861,"09.09.22 22:14",10.09.22 12:52,Ubuntu
191,3210571,"03.07.22 15:57","04.07.22 14:21",Windows
192,1757142,25.03.21 21:05,27.03.21 0:37,iOS
193,1086528,18.10.22 22:39,20.10.22 4:47,Android
194,9983236,28.08.22 8:17,28.08.22 19:29,iOS
195,113347,21.01.23 18:27,21.01.23 23:59,Ubuntu
196,563853,10.07.20 6:47,10.07.20 22:10,Ubuntu
197,4147806,28.10.21 3:36,28.10.21 8:27,Android
198,5603214,27.09.22 21:26,28.09.22 11:30,Ubuntu
199,4641043,21.03.20 10:19,22.03.20 17:03,iOS
200,4200162,"01.05.22 11:16","01.05.22 22:55",Windows
201,6809972,"04.09.20 4:46","05.09.20 2:34",Ubuntu
202,8793286,"07.03.23 21:23","09.03.23 5:13",Windows
203,4037291,"02.04.21 23:19","04.04.21 3:28",iOS
204,7382995,"03.08.20 11:07","03.08.20 19:11",Ubuntu
205,8828130,"01.02.20 19:35","02.02.20 13:52",Ubuntu
206,3277864,12.05.20 2:23,12.05.20 18:19,Ubuntu
207,2951321,27.01.20 1:39,27.01.20 3:20,MacOS
208,8343389,12.12.20 11:43,13.12.20 8:05,MacOS
209,2516946,23.03.22 14:00,23.03.22 16:36,Windows
210,2769270,"05.12.20 5:15","06.12.20 16:18",Ubuntu
211,8860090,"02.11.22 19:12","03.11.22 8:43",Windows
212,9949746,13.01.20 16:04,14.01.20 2:33,MacOS
213,3581230,26.11.20 7:54,26.11.20 18:50,Android
214,3269950,#Н/Д,#Н/Д,Windows
215,8334540,14.01.21 14:17,14.01.21 18:02,Windows
216,8919009,"08.08.20 3:29","09.08.20 2:29",Android
217,6022622,13.03.23 1:01,13.03.23 8:05,iOS
218,3320234,18.12.20 5:46,19.12.20 7:32,MacOS
219,3847672,"08.02.21 10:18","09.02.21 1:41",Android
220,2841676,24.02.23 13:04,25.02.23 10:26,MacOS
221,818921,"07.02.21 8:25","08.02.21 13:39",Windows
222,1759350,"05.06.20 4:34","05.06.20 12:17",Android
223,2491745,12.03.21 20:54,12.03.21 21:22,MacOS
224,6139190,28.10.21 22:10,29.10.21 12:47,Windows
225,6811586,"07.11.22 11:54","08.11.22 12:20",Ubuntu
226,2769270,"05.12.20 18:40","06.12.20 14:24",Windows
227,1388281,23.03.21 19:45,24.03.21 9:25,iOS
228,2769270,"05.12.20 12:17","06.12.20 2:01",MacOS
229,6276862,"03.11.21 17:18","04.11.21 7:42",Android
230,4631776,"02.02.23 7:36","03.02.23 9:24",iOS
231,2996899,19.11.21 6:39,19.11.21 9:31,iOS
232,2181414,"06.06.21 5:04","07.06.21 9:10",Android
233,3730827,"04.10.22 2:14","04.10.22 13:47",Ubuntu
234,1918693,20.08.21 0:02,20.08.21 6:44,Windows
235,9603222,12.10.21 8:43,13.10.21 9:24,iOS
236,4147806,28.10.21 5:14,28.10.21 7:07,Android
237,9020769,"01.12.21 9:43","02.12.21 18:33",Android
238,7522060,"02.05.21 16:01","03.05.21 3:45",iOS
239,1072587,12.04.22 14:36,13.04.22 5:31,Windows
240,4659372,21.01.22 21:28,22.01.22 10:24,MacOS
241,4808420,19.04.20 21:10,20.04.20 22:12,Windows
242,1759350,"05.06.20 17:34","06.06.20 4:43",MacOS
243,8131696,26.07.22 1:58,27.07.22 3:47,Android
244,7382995,"03.08.20 0:46","04.08.20 5:13",Ubuntu
245,4374148,"08.01.20 1:01","09.01.20 6:58",iOS
246,8857342,24.07.22 0:14,24.07.22 17:05,Ubuntu
247,553536,"02.08.21 4:12","02.08.21 20:51",Windows
248,8494844,16.09.22 8:01,16.09.22 20:21,Windows
249,6022622,13.03.23 9:34,13.03.23 19:14,Windows
250,8064579,25.02.21 22:19,27.02.21 9:05,Ubuntu
251,2565819,"06.08.21 20:58","08.08.21 6:44",Ubuntu
252,9851599,23.03.23 8:36,24.03.23 18:25,Android
253,2840310,11.10.20 22:08,12.10.20 17:07,iOS
254,3344608,17.02.21 23:40,18.02.21 11:27,Android
255,8317488,20.09.21 10:09,21.09.21 9:21,Android
256,7000636,14.11.22 9:56,14.11.22 16:25,Windows
257,5893207,11.08.21 12:33,12.08.21 13:55,MacOS
258,4090948,21.07.22 18:29,22.07.22 13:40,Windows
259,7664568,10.04.23 4:27,11.04.23 1:23,MacOS
260,6086732,29.07.22 5:50,30.07.22 2:26,iOS
261,9266330,"02.07.22 17:56","02.07.22 20:07",Windows
262,9481903,11.03.20 22:11,12.03.20 21:37,iOS
263,3223560,"01.02.22 2:07","01.02.22 21:18",Ubuntu
264,1947571,19.04.23 1:39,19.04.23 7:52,Android
265,2227895,"04.04.20 7:13","04.04.20 11:43",Ubuntu
266,5025416,13.04.20 12:00,14.04.20 23:23,Windows
267,8966871,"04.02.22 17:04","05.02.22 6:40",Android
268,8987261,22.04.23 10:14,23.04.23 2:12,Android
269,5635923,24.07.22 1:49,24.07.22 12:47,Ubuntu
270,8475573,20.09.21 23:23,22.09.21 8:03,Android
271,4812043,24.05.22 14:26,24.05.22 17:35,Ubuntu
272,6517519,26.01.22 6:56,26.01.22 19:20,Windows
273,4147806,28.10.21 0:55,28.10.21 12:49,MacOS
274,3363037,27.12.20 14:28,28.12.20 1:43,Windows
275,2437302,19.01.23 7:52,19.01.23 10:55,Android
276,3286151,31.12.21 21:29,"01.01.22 17:25",iOS
277,8542490,22.06.21 10:22,23.06.21 2:37,MacOS
278,6615705,22.06.21 0:02,23.06.21 9:00,Windows
279,5907832,10.08.20 15:34,12.08.20 1:44,Ubuntu
280,4997613,10.07.20 17:08,11.07.20 16:57,Ubuntu
281,258432,19.05.20 5:55,19.05.20 21:08,Android
282,3348290,27.04.22 21:43,28.04.22 1:20,iOS
283,258432,19.05.20 4:46,19.05.20 6:02,MacOS
284,7776169,19.12.22 16:36,19.12.22 21:37,Ubuntu
285,4470621,"03.05.22 16:02","04.05.22 9:08",MacOS
286,2067146,"02.03.21 10:59","03.03.21 17:50",Windows
287,7760533,27.07.21 1:03,28.07.21 3:16,MacOS
288,6858906,12.09.22 0:14,12.09.22 7:56,MacOS
289,7349502,21.03.23 16:13,21.03.23 18:49,Ubuntu
290,3363037,27.12.20 23:11,28.12.20 14:42,iOS
291,2073967,"05.02.23 22:25","06.02.23 2:03",MacOS
292,5980316,"06.03.22 13:00","06.03.22 20:10",Android
293,1220217,17.10.20 15:38,18.10.20 17:38,Windows
294,4564013,13.04.21 23:55,14.04.21 10:09,MacOS
295,8494844,16.09.22 8:56,17.09.22 15:29,iOS
296,2102900,25.05.20 19:31,27.05.20 1:29,MacOS
297,6510939,"02.06.21 6:58","03.06.21 15:09",iOS
298,3699199,13.12.21 22:05,14.12.21 21:38,MacOS
299,7757457,"03.02.22 1:18","03.02.22 10:41",Ubuntu
300,3187735,"06.04.21 18:50","06.04.21 21:10",MacOS
301,3205971,17.11.20 15:49,17.11.20 18:01,Ubuntu
302,6139190,28.10.21 21:07,29.10.21 7:42,iOS
303,3656851,"07.05.20 20:19","09.05.20 0:40",MacOS
304,7864358,25.01.20 4:27,26.01.20 14:51,Android
305,7174299,"06.02.23 6:59","07.02.23 2:41",Ubuntu
306,7431664,20.08.22 8:58,20.08.22 9:37,Ubuntu
307,3097030,12.02.23 21:21,14.02.23 4:53,Android
308,1220217,17.10.20 13:43,18.10.20 21:27,Ubuntu
309,4834931,19.01.21 10:32,20.01.21 19:35,MacOS
310,2491745,12.03.21 15:12,13.03.21 0:28,iOS
311,46175,17.07.22 6:38,17.07.22 21:52,iOS
312,4948747,18.11.21 21:23,20.11.21 6:56,MacOS
313,2654849,22.10.21 4:19,23.10.21 1:04,Ubuntu
314,5678004,"05.07.20 11:25","06.07.20 7:29",Windows
315,404164,26.08.20 2:50,26.08.20 16:50,Windows
316,2471692,19.01.23 7:52,20.01.23 5:26,MacOS
317,6803453,"07.06.20 6:40","08.06.20 5:06",Ubuntu
318,1220217,17.10.20 11:21,18.10.20 15:16,Android
319,2130937,"04.03.21 7:55","04.03.21 17:59",iOS
320,3847672,"08.02.21 21:58",10.02.21 4:26,Ubuntu
321,3232209,"03.04.20 13:20","04.04.20 3:31",Windows
322,7615686,11.10.21 2:19,11.10.21 20:22,Windows
323,9622792,22.09.21 7:43,23.09.21 10:48,Ubuntu
324,8195073,19.02.22 11:36,20.02.22 14:36,MacOS
325,6022622,13.03.23 0:02,13.03.23 21:48,iOS
326,5955822,22.07.22 16:50,23.07.22 19:08,iOS
327,2516946,23.03.22 15:21,24.03.22 11:54,Windows
328,3363037,27.12.20 7:15,28.12.20 3:08,MacOS
329,2437302,19.01.23 18:53,20.01.23 0:57,Android
330,2929238,"01.09.21 9:00","01.09.21 17:35",Windows
331,8686227,16.09.22 15:56,17.09.22 5:52,Ubuntu
332,9022356,"03.02.23 16:02","03.02.23 22:33",Android
333,6408200,"08.01.22 22:35","08.01.22 22:38",MacOS
334,9517861,"09.09.22 4:37",10.09.22 13:07,MacOS
335,8912688,13.04.22 17:33,14.04.22 18:20,Android
336,2769270,"05.12.20 21:53","07.12.20 1:34",iOS
337,3656857,20.04.20 7:31,21.04.20 7:11,Ubuntu
338,252143,"08.12.20 21:18","09.12.20 23:18",iOS
339,9767097,23.10.22 12:45,24.10.22 7:28,iOS
340,2498535,30.12.20 13:39,31.12.20 18:49,Android
341,4631776,"02.02.23 17:57","03.02.23 7:21",Android
342,8860090,"02.11.22 3:02","02.11.22 7:35",Windows
343,9156814,11.11.21 23:21,12.11.21 0:30,iOS
344,9858259,"08.05.21 15:05","09.05.21 18:36",MacOS
345,2929238,"01.09.21 17:52","02.09.21 0:19",iOS
346,1278173,"05.04.23 22:18","06.04.23 23:18",Ubuntu
347,6086732,29.07.22 8:49,29.07.22 17:36,iOS
348,1034078,25.04.22 21:24,26.04.22 12:44,iOS
349,4090948,21.07.22 8:47,22.07.22 17:49,MacOS
350,5385017,25.08.20 0:53,25.08.20 12:24,Ubuntu
351,8506018,"09.09.21 15:31","09.09.21 23:09",Ubuntu
352,4536632,29.04.20 21:38,30.04.20 18:44,iOS
353,2996899,19.11.21 17:19,20.11.21 7:03,iOS
354,4200162,"01.05.22 0:53","02.05.22 4:59",Windows
355,1072587,12.04.22 10:10,12.04.22 20:23,MacOS
356,7783672,24.11.22 6:12,25.11.22 9:18,MacOS
357,4683435,16.05.22 12:49,17.05.22 9:57,iOS
358,1156414,15.02.22 13:22,16.02.22 6:52,MacOS
359,5122784,30.05.22 18:51,30.05.22 22:27,Android
360,2140545,"08.09.20 1:17","08.09.20 8:35",MacOS
361,5122784,30.05.22 15:57,31.05.22 22:47,iOS
362,4834931,19.01.21 15:43,21.01.21 3:39,MacOS
363,4564013,13.04.21 14:23,14.04.21 4:19,Ubuntu
364,323076,"08.08.22 0:40","08.08.22 20:39",MacOS
365,6515059,"09.03.20 3:36",10.03.20 9:01,Android
366,5355222,27.01.22 10:10,28.01.22 12:47,MacOS
367,2929238,"01.09.21 1:01","01.09.21 8:44",iOS
368,4090948,21.07.22 23:50,23.07.22 4:05,MacOS
369,8190145,27.03.21 14:57,28.03.21 2:19,MacOS
370,1334341,12.03.22 23:38,13.03.22 5:20,iOS
371,2516946,23.03.22 15:44,23.03.22 23:19,iOS
372,1082513,14.10.22 23:04,16.10.22 7:44,MacOS
373,9090105,28.04.21 13:21,29.04.21 11:23,Android
374,4954842,27.02.21 9:15,28.02.21 17:35,Ubuntu
375,8016267,19.02.23 15:14,21.02.23 2:52,Android
376,1928249,11.10.20 19:42,12.10.20 13:02,Android
377,5955589,12.06.22 23:09,13.06.22 20:23,Android
378,7664568,10.04.23 14:06,11.04.23 0:27,Ubuntu
379,3603634,19.02.22 22:37,20.02.22 2:35,iOS
380,4951223,"06.12.21 7:06","07.12.21 8:38",MacOS
381,8860090,"02.11.22 6:35","02.11.22 14:30",Android
382,5981398,13.03.20 1:55,14.03.20 7:38,iOS
383,3320234,18.12.20 18:58,19.12.20 20:04,Android
384,8042250,12.09.20 7:04,13.09.20 2:15,MacOS
385,4713578,"06.09.20 22:18","07.09.20 4:59",iOS
386,9358854,18.08.21 15:29,19.08.21 8:48,Android
387,8568720,23.01.21 16:43,24.01.21 3:11,Windows
388,3258133,24.02.20 16:35,25.02.20 17:15,Ubuntu
389,6286907,16.04.23 19:48,17.04.23 12:59,iOS
390,7757457,"03.02.22 16:51","04.02.22 13:58",MacOS
391,1484345,23.02.21 0:25,24.02.21 10:55,iOS
392,6173911,24.04.21 3:04,25.04.21 4:17,Android
393,9404247,19.08.21 8:42,19.08.21 18:15,Windows
394,5327818,24.04.21 4:52,24.04.21 14:08,iOS
395,9279399,27.07.21 17:33,28.07.21 18:01,iOS
396,1917173,26.02.23 14:26,27.02.23 8:50,MacOS
397,2516946,23.03.22 13:48,23.03.22 23:55,iOS
398,5132474,31.08.20 21:37,"01.09.20 4:15",MacOS
399,8765352,12.06.21 19:11,13.06.21 14:48,Android
400,7760533,27.07.21 22:37,29.07.21 5:27,MacOS
401,7783672,24.11.22 12:12,24.11.22 21:03,MacOS
402,4812339,24.10.22 9:19,24.10.22 11:11,Android
403,5893207,11.08.21 10:55,11.08.21 21:17,MacOS
404,2227895,"04.04.20 4:38","05.04.20 12:27",iOS
405,8343389,12.12.20 0:02,12.12.20 2:47,iOS
406,9000964,"04.09.20 13:52","05.09.20 13:35",Windows
407,5287635,"04.02.22 3:40","04.02.22 23:51",iOS
408,2903945,15.04.21 9:24,15.04.21 10:55,MacOS
409,2839353,30.08.20 2:07,31.08.20 8:34,MacOS
410,5852935,"05.06.22 12:11","06.06.22 22:27",iOS
411,2456567,"04.11.20 4:14","04.11.20 21:06",iOS
412,7174299,"06.02.23 8:28","07.02.23 2:57",iOS
413,6075539,18.11.22 21:07,19.11.22 13:48,Android
414,6350976,17.09.21 10:25,18.09.21 4:56,Android
415,6680512,"03.12.21 14:32","04.12.21 9:37",Ubuntu
416,8647292,27.12.20 1:40,28.12.20 0:47,Windows
417,3439255,28.06.21 23:20,28.06.21 23:42,Android
418,6510939,"02.06.21 23:30","03.06.21 12:07",Windows
419,2863917,19.10.20 4:16,20.10.20 11:38,Ubuntu
420,6358354,"05.07.21 23:40","07.07.21 5:13",iOS
421,4536632,29.04.20 11:39,30.04.20 4:50,iOS
422,9000964,"04.09.20 12:20","05.09.20 7:12",MacOS
423,327660,25.02.21 3:05,25.02.21 13:36,iOS
424,2491745,12.03.21 21:17,13.03.21 20:48,MacOS
425,7147379,22.04.23 11:22,23.04.23 23:15,Windows
426,3439255,28.06.21 0:36,28.06.21 1:48,Android
427,2903945,15.04.21 16:34,16.04.21 15:57,iOS
428,8334540,14.01.21 21:19,15.01.21 23:41,Ubuntu
429,7751030,20.05.22 9:17,20.05.22 20:47,Windows
430,7425572,"03.03.23 23:26","04.03.23 18:03",Android
431,4494818,16.10.20 1:23,16.10.20 8:27,MacOS
432,3344608,17.02.21 10:18,17.02.21 14:36,iOS
433,7340071,14.11.21 14:03,15.11.21 14:07,Ubuntu
434,553536,"02.08.21 17:12","04.08.21 3:37",iOS
435,4812339,24.10.22 12:30,25.10.22 10:14,Windows
436,2911210,19.03.22 20:20,20.03.22 14:39,Ubuntu
437,9511373,21.07.20 17:36,22.07.20 4:52,iOS
438,9022356,"03.02.23 1:58","04.02.23 10:34",MacOS
439,6520695,28.04.23 20:11,28.04.23 21:13,iOS
440,9511373,21.07.20 15:41,22.07.20 17:57,Ubuntu
441,6173911,24.04.21 23:14,25.04.21 18:29,Android
442,7199090,13.07.21 11:01,14.07.21 5:22,Android
443,6739793,19.04.23 13:13,20.04.23 9:15,Android
444,2437302,19.01.23 18:10,21.01.23 5:50,Windows
445,5981398,13.03.20 2:11,13.03.20 13:31,MacOS
446,6583379,"08.10.22 14:40","09.10.22 21:33",Android
447,2498535,30.12.20 5:25,30.12.20 13:54,iOS
448,7601333,27.02.20 15:52,29.02.20 1:00,Windows
449,7299432,20.09.21 4:28,20.09.21 14:06,MacOS
450,8912688,13.04.22 5:34,14.04.22 4:20,Android
451,6803453,"07.06.20 20:10","08.06.20 21:12",Ubuntu
452,2769270,"05.12.20 14:54","06.12.20 1:29",Ubuntu
453,2996899,19.11.21 22:49,20.11.21 9:37,iOS
